violet,blue,green,yellow,orange,red,label,,,,,,,,,,,,,,,,,,,,
7186.9,3443.79,17818.85,11474.26,15294.43,4720.67,atelier,,,,,,,,,,,,,,,,,,,,
7262.21,3471.61,18097.96,11769.83,15365.09,4756.4,atelier,,,,,,,,,,,,,,,,,,,,
7352.59,3438.81,18471.07,11940.45,15740.78,4615.2,atelier,,,,,,,,,,,,,,,,,,,,
7442.83,3125.4,18856.56,12011.9,16234.2,4522.1,atelier,,,,,,,,,,,,,,,,,,,,
7517.45,2676.7,19144.1,11562.45,16801.08,4327.05,atelier,,,,,,,,,,,,,,,,,,,,
7560.5,2209.35,19354.79,11309.73,17263.97,4210.53,atelier,,,,,,,,,,,,,,,,,,,,
7599.75,2210.72,19505.61,11346.55,17553.48,4220.67,atelier,,,,,,,,,,,,,,,,,,,,
7621.18,2310.14,19609.45,11377.3,17760.63,4166.34,atelier,,,,,,,,,,,,,,,,,,,,
7620.59,2383.53,19393.23,11646.67,15227.81,4307.6,atelier,,,,,,,,,,,,,,,,,,,,
7053.79,2655.38,18020.11,11890.9,11006.41,4377.64,atelier,,,,,,,,,,,,,,,,,,,,
5410.9,3027.24,18009.56,12102.01,9351.7,4008.82,atelier,,,,,,,,,,,,,,,,,,,,
5134.45,3165.91,18090.5,12160.01,9599.33,3296.91,atelier,,,,,,,,,,,,,,,,,,,,
4659.72,2780.46,16553.25,9549,10273.6,2293.96,atelier,,,,,,,,,,,,,,,,,,,,
3784.86,1596.23,13058.12,6444,10590.34,1411.48,atelier,,,,,,,,,,,,,,,,,,,,
3285.43,960.61,11597.06,5152.5,10986.7,1088.74,atelier,,,,,,,,,,,,,,,,,,,,
3160.22,661.81,11650.56,5159.85,11567.33,1107.16,atelier,,,,,,,,,,,,,,,,,,,,
3332.69,786.23,12147.3,5655.97,12167.7,1273.15,atelier,,,,,,,,,,,,,,,,,,,,
3617.42,1049.2,12649.47,6239.07,12513.13,1544.53,atelier,,,,,,,,,,,,,,,,,,,,
3874.78,1379.28,13135.32,6847.26,12539.02,1859.38,atelier,,,,,,,,,,,,,,,,,,,,
4113.5,1670.35,13550.39,7334.74,12702.01,2180.24,atelier,,,,,,,,,,,,,,,,,,,,
4350.65,1878.92,13900.25,7735.86,12880.91,2470.42,atelier,,,,,,,,,,,,,,,,,,,,
4577.19,2022.43,14232.23,8086.68,13079.32,2716.48,atelier,,,,,,,,,,,,,,,,,,,,
4789.47,2146.18,14528.3,8460.31,13156.79,2919.93,atelier,,,,,,,,,,,,,,,,,,,,
4986.12,2187.67,14763.77,8693.98,13395.61,3039.34,atelier,,,,,,,,,,,,,,,,,,,,
5864.06,3946.31,6409.92,11319.11,5505.18,4281.02,atelier,,,,,,,,,,,,,,,,,,,,
5932.65,4029.68,7066.33,11514.1,6039.56,4311.72,atelier,,,,,,,,,,,,,,,,,,,,
6055.39,3731.84,8032.7,11707.69,6944.4,4122.36,atelier,,,,,,,,,,,,,,,,,,,,
6184.35,3297.92,9001.33,11862.42,7938.36,3761.18,atelier,,,,,,,,,,,,,,,,,,,,
6269.01,2603.46,10153.39,11867.48,9172.03,2836.59,atelier,,,,,,,,,,,,,,,,,,,,
6318.21,2118.73,11032.25,11347.24,10163.42,2358.79,atelier,,,,,,,,,,,,,,,,,,,,
6246.11,1520.37,11839.63,10323.62,11075.08,1981.4,atelier,,,,,,,,,,,,,,,,,,,,
6250.3,1213.18,12522.67,10383.26,11806.67,2022.86,atelier,,,,,,,,,,,,,,,,,,,,
6301.27,1242.26,13102.5,10553.73,12389.2,2097.47,atelier,,,,,,,,,,,,,,,,,,,,
6389.24,1402.84,13404.65,10844.56,12670.98,2253.42,atelier,,,,,,,,,,,,,,,,,,,,
6456.31,1675.75,13447.18,11115.6,12753.29,2430.18,atelier,,,,,,,,,,,,,,,,,,,,
6508.68,1977.48,12466.09,11354.14,11812.64,2646.76,atelier,,,,,,,,,,,,,,,,,,,,
6537.61,2280.73,11312.55,11554.33,10099.32,2893.19,atelier,,,,,,,,,,,,,,,,,,,,
6575.35,2512.76,11507.29,11784.99,10137.29,3096.37,atelier,,,,,,,,,,,,,,,,,,,,
6642.42,2665.18,11969.66,12010.99,10481.16,3220.53,atelier,,,,,,,,,,,,,,,,,,,,
6699.08,2732.86,12427.69,12157.69,10905.54,3282.78,atelier,,,,,,,,,,,,,,,,,,,,
6729.17,2800.58,12946.33,12221.62,11515.59,3098.89,atelier,,,,,,,,,,,,,,,,,,,,
6751.15,2635.29,13297.29,12315.86,11922.03,3134.6,atelier,,,,,,,,,,,,,,,,,,,,
6795.64,2720.06,13490.76,12450.97,12054.93,3248.54,atelier,,,,,,,,,,,,,,,,,,,,
6813.27,2856.15,13408.38,12534.28,11453.96,3390.59,atelier,,,,,,,,,,,,,,,,,,,,
6828.04,2993.54,13459.64,12638.65,11468.17,3515.43,atelier,,,,,,,,,,,,,,,,,,,,
6854.24,2821.27,13914.68,12370.82,12084.65,3123.21,atelier,,,,,,,,,,,,,,,,,,,,
6698.62,2087.63,14431.51,11774.41,12793.48,2515.11,atelier,,,,,,,,,,,,,,,,,,,,
4848.77,1459.1,13587.99,8018.4,12558.14,2677.8,atelier,,,,,,,,,,,,,,,,,,,,
5239.39,1616.39,14142.69,8779.56,12769.03,2965.82,atelier,,,,,,,,,,,,,,,,,,,,
5533.75,1885.75,14357.92,9451.1,12135.52,3267.04,atelier,,,,,,,,,,,,,,,,,,,,
5789.88,2174.68,14599.63,10055.19,11898.26,3541.14,atelier,,,,,,,,,,,,,,,,,,,,
6020.29,2430.11,14932.36,10596.27,11969.43,3778.82,atelier,,,,,,,,,,,,,,,,,,,,
6240.46,2619.2,15247.13,11085.35,12041.89,3993.04,atelier,,,,,,,,,,,,,,,,,,,,
6436.81,2798.18,15557.82,11522.71,12136.7,4182.44,atelier,,,,,,,,,,,,,,,,,,,,
6621.93,2927.76,15987.73,11867.54,12441.63,4320.39,atelier,,,,,,,,,,,,,,,,,,,,
6802.64,2980.98,16476.66,12161.69,12818.17,4446.95,atelier,,,,,,,,,,,,,,,,,,,,
6920.37,3163.98,16581.09,12580.32,11345.58,4648.86,atelier,,,,,,,,,,,,,,,,,,,,
7016.64,3349.69,16930.18,12934.08,11461.32,4811.07,atelier,,,,,,,,,,,,,,,,,,,,
7143.07,3431.72,17394.77,13200.67,11815.69,4935.96,atelier,,,,,,,,,,,,,,,,,,,,
7265.06,3479.55,17826.99,13425.81,12180.42,5042.87,atelier,,,,,,,,,,,,,,,,,,,,
7376.36,3517.29,18205.09,13645.03,12460.68,5145.98,atelier,,,,,,,,,,,,,,,,,,,,
7478.72,3546.66,18559.18,13822.12,12772.41,5230.18,atelier,,,,,,,,,,,,,,,,,,,,
7571.05,3569.9,18876.96,13981.11,13052.07,5305.76,atelier,,,,,,,,,,,,,,,,,,,,
7654.04,3590.81,19163.96,14124.1,13305.36,5373.89,atelier,,,,,,,,,,,,,,,,,,,,
7728.74,3609.73,19422.27,14252.79,13533.73,5435,atelier,,,,,,,,,,,,,,,,,,,,
7797.07,3626.55,19655.04,14368.61,13739.45,5490.1,atelier,,,,,,,,,,,,,,,,,,,,
7858.46,3641.7,19864.34,14473.15,13924.01,5539.69,atelier,,,,,,,,,,,,,,,,,,,,
7912.81,3655.53,20051.8,14567.43,14088.51,5584.32,atelier,,,,,,,,,,,,,,,,,,,,
7961.83,3667.97,20220.62,14651.99,14236.96,5624.59,atelier,,,,,,,,,,,,,,,,,,,,
8006.05,3678.98,20372.56,14728.19,14370.56,5660.83,atelier,,,,,,,,,,,,,,,,,,,,
8045.74,3689.08,20509.4,14796.87,14490.8,5693.35,atelier,,,,,,,,,,,,,,,,,,,,
8082.27,3698.17,20632.56,14858.88,14598.72,5722.71,atelier,,,,,,,,,,,,,,,,,,,,
8114.24,3706.25,20743.41,14914.39,14696.05,5749.04,atelier,,,,,,,,,,,,,,,,,,,,
8144.02,3713.63,20843.16,14964.25,14783.54,5772.64,atelier,,,,,,,,,,,,,,,,,,,,
8169.82,3720.37,20933.75,15009.43,14863.99,5793.97,atelier,,,,,,,,,,,,,,,,,,,,
8193.03,3726.23,21015.47,15049.79,14936.59,5813.17,atelier,,,,,,,,,,,,,,,,,,,,
8214.03,3731.51,21089.02,15086.11,15002.03,5830.36,atelier,,,,,,,,,,,,,,,,,,,,
8232.93,3736.36,21155.12,15118.9,15060.63,5845.92,atelier,,,,,,,,,,,,,,,,,,,,
8250.73,3740.82,21213.81,15148.71,15111.66,5859.93,atelier,,,,,,,,,,,,,,,,,,,,
8266.06,3744.74,21267.73,15175.33,15159.5,5872.64,atelier,,,,,,,,,,,,,,,,,,,,
8280.75,3748.26,21315.16,15199.2,15200.95,5883.87,atelier,,,,,,,,,,,,,,,,,,,,
8292.88,3751.34,21357.84,15220.58,15237.65,5894.09,atelier,,,,,,,,,,,,,,,,,,,,
8303.89,3754.2,21397.15,15240.22,15272.79,5903.18,atelier,,,,,,,,,,,,,,,,,,,,
8313.7,3756.68,21431.64,15257.5,15302.81,5911.36,atelier,,,,,,,,,,,,,,,,,,,,
8322.63,3758.81,21462.57,15273.25,15329.73,5918.82,atelier,,,,,,,,,,,,,,,,,,,,
8330.77,3760.83,21490.41,15287.32,15353.75,5925.44,atelier,,,,,,,,,,,,,,,,,,,,
8337.89,3762.65,21516.47,15299.99,15377.28,5931.5,atelier,,,,,,,,,,,,,,,,,,,,
8344.5,3725.82,21539.83,15311.29,15398.85,5936.85,atelier,,,,,,,,,,,,,,,,,,,,
8350.45,3731.24,21559.94,15321.66,15416.26,5941.86,atelier,,,,,,,,,,,,,,,,,,,,
8355.71,3736.12,21578.05,15331.09,15431.64,5946.28,atelier,,,,,,,,,,,,,,,,,,,,
8360.44,3740.41,21595.54,15339.19,15447.77,5950.05,atelier,,,,,,,,,,,,,,,,,,,,
8364.59,3744.17,21610.09,15346.47,15460.2,5953.54,atelier,,,,,,,,,,,,,,,,,,,,
8368.43,3747.65,21623.28,15353.22,15471.18,5956.59,atelier,,,,,,,,,,,,,,,,,,,,
8371.89,3750.88,21635.15,15359.2,15480.96,5959.43,atelier,,,,,,,,,,,,,,,,,,,,
8375,3753.7,21646.73,15364.68,15492.06,5961.99,atelier,,,,,,,,,,,,,,,,,,,,
8377.8,3756.13,21656.26,15369.41,15499.95,5964.29,atelier,,,,,,,,,,,,,,,,,,,,
8380.22,3758.41,21664.63,15373.67,15506.96,5966.36,atelier,,,,,,,,,,,,,,,,,,,,
8382.3,3760.47,21672.27,15377.4,15513.46,5968.22,atelier,,,,,,,,,,,,,,,,,,,,
8384.37,3762.22,21679.24,15380.76,15519.52,5969.9,atelier,,,,,,,,,,,,,,,,,,,,
8386.03,3763.9,21685.52,15383.78,15524.56,5971.31,atelier,,,,,,,,,,,,,,,,,,,,
8387.43,3765.31,21691.26,15386.5,15529.11,5972.58,atelier,,,,,,,,,,,,,,,,,,,,
8388.68,3766.48,21697.24,15388.85,15535.2,5973.62,atelier,,,,,,,,,,,,,,,,,,,,
8390.82,3767.53,21702.71,15391.07,15540.68,5974.56,atelier,,,,,,,,,,,,,,,,,,,,
8391.83,3768.58,21706.44,15392.86,15543.51,5975.4,atelier,,,,,,,,,,,,,,,,,,,,
8393.65,3769.52,21710.7,15394.48,15547.96,5976.16,atelier,,,,,,,,,,,,,,,,,,,,
8394.38,3770.17,21714.83,15395.73,15552.16,5976.84,atelier,,,,,,,,,,,,,,,,,,,,
8395.05,3770.85,21717.34,15396.85,15553.94,5977.46,atelier,,,,,,,,,,,,,,,,,,,,
8395.74,3771.47,21719.51,15398.07,15555.35,5978.01,atelier,,,,,,,,,,,,,,,,,,,,
8396.37,3771.92,21721.56,15399.06,15557.11,5978.51,atelier,,,,,,,,,,,,,,,,,,,,
8396.83,3772.53,21723.3,15399.95,15558.6,5978.96,atelier,,,,,,,,,,,,,,,,,,,,
8397.25,3772.97,21724.87,15400.86,15559.64,5979.36,atelier,,,,,,,,,,,,,,,,,,,,
8397.72,3773.38,21726.38,15401.87,15560.68,5979.73,atelier,,,,,,,,,,,,,,,,,,,,
8398.15,3773.84,21727.75,15402.59,15561.81,5980.05,atelier,,,,,,,,,,,,,,,,,,,,
8398.53,3774.16,21730.17,15403.33,15564.83,5980.35,atelier,,,,,,,,,,,,,,,,,,,,
8398.78,3693.08,21731.95,15403.79,15567.14,5980.61,atelier,,,,,,,,,,,,,,,,,,,,
8399,3701.47,21732.66,15404.21,15567.43,5980.85,atelier,,,,,,,,,,,,,,,,,,,,
8399.2,3709.02,21734.49,15404.59,15569.79,5980.97,atelier,,,,,,,,,,,,,,,,,,,,
8399.28,3715.82,21735.04,15405.03,15569.81,5981.07,atelier,,,,,,,,,,,,,,,,,,,,
8399.45,3721.94,21735.44,15405.33,15569.93,5981.16,atelier,,,,,,,,,,,,,,,,,,,,
8399.71,3727.44,21735.89,15405.59,15570.13,5981.25,atelier,,,,,,,,,,,,,,,,,,,,
8399.94,3732.5,21736.4,15405.83,15570.42,5981.42,atelier,,,,,,,,,,,,,,,,,,,,
8400.04,3736.95,21736.96,15406.15,15570.58,5981.58,atelier,,,,,,,,,,,,,,,,,,,,
8401.04,3740.95,21737.26,15406.24,15569.29,5981.62,atelier,,,,,,,,,,,,,,,,,,,,
8401.13,3744.56,21737.84,15406.31,15569.56,5981.66,atelier,,,,,,,,,,,,,,,,,,,,
8401.07,3747.9,21738.05,15406.16,15569.8,5981.69,atelier,,,,,,,,,,,,,,,,,,,,
8401.16,3751.01,21738.15,15406.34,15568.4,5981.82,atelier,,,,,,,,,,,,,,,,,,,,
8402.14,3753.71,21739.33,15406.41,15570.46,5981.41,atelier,,,,,,,,,,,,,,,,,,,,
8400.57,3756.14,21739.7,15406.66,15570.62,5981.47,atelier,,,,,,,,,,,,,,,,,,,,
8400.81,3758.23,21739.35,15407,15569.31,5981.52,atelier,,,,,,,,,,,,,,,,,,,,
8400.83,3760.2,21739.41,15407.5,15568.15,5981.57,atelier,,,,,,,,,,,,,,,,,,,,
8400.85,3761.88,21739.57,15407.65,15568.24,5981.61,atelier,,,,,,,,,,,,,,,,,,,,
8400.86,3763.39,21739.72,15407.68,15568.62,5981.65,atelier,,,,,,,,,,,,,,,,,,,,
8400.98,3764.85,21739.84,15407.91,15568.65,5981.79,atelier,,,,,,,,,,,,,,,,,,,,
8401.08,3766.27,21741.06,15408.22,15570.69,5981.91,atelier,,,,,,,,,,,,,,,,,,,,
8401.17,3767.34,21742.05,15400.61,15575.22,5979.45,atelier,,,,,,,,,,,,,,,,,,,,
8402.85,3760.67,21755.25,15346.81,15609.9,5965.73,atelier,,,,,,,,,,,,,,,,,,,,
8407.47,3674.34,21785.92,15376.62,15352.45,5994.95,atelier,,,,,,,,,,,,,,,,,,,,
8426.12,3701.3,22027.73,15026.31,15815.1,6038.86,atelier,,,,,,,,,,,,,,,,,,,,
8480.41,3321.65,20595.36,12464.16,16627.29,6045.07,atelier,,,,,,,,,,,,,,,,,,,,
8518.07,2973.83,19157.68,11358.08,17349.36,6090.67,atelier,,,,,,,,,,,,,,,,,,,,
4763.6,3463.41,12915,9201.82,8835.58,3466.78,atelier,,,,,,,,,,,,,,,,,,,,
4926.34,3648.57,13077.29,9657.54,8422.29,3692.2,atelier,,,,,,,,,,,,,,,,,,,,
4989.61,3948.51,12339.15,10063.58,6921.15,3919.18,atelier,,,,,,,,,,,,,,,,,,,,
5060.55,4196.76,12022.57,10425.23,6568.07,4119.36,atelier,,,,,,,,,,,,,,,,,,,,
5124.39,4432.89,12051.32,10765.5,6644.16,4291.23,atelier,,,,,,,,,,,,,,,,,,,,
5243.25,4590.8,11598.16,11036.55,5910.08,4450.1,atelier,,,,,,,,,,,,,,,,,,,,
4447.13,4861.02,8951.58,10654.78,3472.04,4356.05,atelier,,,,,,,,,,,,,,,,,,,,
2823.06,5046.21,6822.79,9411.39,2151.02,3549.53,atelier,,,,,,,,,,,,,,,,,,,,
2313.53,5257.19,7307.01,9736.65,2163.32,3597.57,atelier,,,,,,,,,,,,,,,,,,,,
2400.38,5463.97,8184.01,10162.19,2531.49,3715.12,atelier,,,,,,,,,,,,,,,,,,,,
2648.04,5603.38,9256.11,10575.27,3358.74,3843,atelier,,,,,,,,,,,,,,,,,,,,
2952.94,5666.14,10240.9,10886.64,4525.76,3881.4,atelier,,,,,,,,,,,,,,,,,,,,
3289.84,5100.57,11096.31,11065.58,5759.49,3450.2,atelier,,,,,,,,,,,,,,,,,,,,
3549.86,4584.28,11832.08,11226.22,6928.94,3363.1,atelier,,,,,,,,,,,,,,,,,,,,
3855.07,4617.86,12505.97,11422.6,7936.75,3485.09,atelier,,,,,,,,,,,,,,,,,,,,
4098.36,4773.37,13159.07,11655.34,8678.17,3657.78,atelier,,,,,,,,,,,,,,,,,,,,
4354.93,4899.43,13765.16,11867.9,9314.35,3842.4,atelier,,,,,,,,,,,,,,,,,,,,
4602.34,4986.39,14274.55,12012.71,9893.92,4026.56,atelier,,,,,,,,,,,,,,,,,,,,
4781.2,5061.85,14662.79,12133.74,10189.93,4177.41,atelier,,,,,,,,,,,,,,,,,,,,
4961.78,5049.43,14981.01,12171.57,10583.83,4315.57,atelier,,,,,,,,,,,,,,,,,,,,
5143.5,4854.21,15289.31,12228.51,10918.45,4442.11,atelier,,,,,,,,,,,,,,,,,,,,
5353.45,4314.61,15468.48,12309.56,10999.1,4552.1,atelier,,,,,,,,,,,,,,,,,,,,
5401.51,4450.15,15470.33,12386.5,10213.05,4650.19,atelier,,,,,,,,,,,,,,,,,,,,
5523.96,4489.83,15636.9,12492.55,10341.65,4753.37,atelier,,,,,,,,,,,,,,,,,,,,
5689.86,4406.42,15837.21,12149.28,10980.68,4831.03,atelier,,,,,,,,,,,,,,,,,,,,
5874.27,3760.21,15896.09,10911.64,11814.51,4900.13,atelier,,,,,,,,,,,,,,,,,,,,
6029.05,2978.6,14674.04,9372.32,12684.16,4970.22,atelier,,,,,,,,,,,,,,,,,,,,
6189.54,3089.94,14544.52,9392.19,13422.65,5045.29,atelier,,,,,,,,,,,,,,,,,,,,
6298.59,3232.65,14570.97,9543.57,13996.88,5072.86,atelier,,,,,,,,,,,,,,,,,,,,
6354.43,3512.88,14656.27,9800.31,14533.49,5028.93,atelier,,,,,,,,,,,,,,,,,,,,
6430.99,3783.1,13997.64,9970.68,15096.74,5026.97,atelier,,,,,,,,,,,,,,,,,,,,
6538.89,4009.49,11998.82,9955.34,15592.17,5070.27,atelier,,,,,,,,,,,,,,,,,,,,
6651.7,4082.64,9075.91,8613.67,15823.15,5146.94,atelier,,,,,,,,,,,,,,,,,,,,
6723.43,3789.82,7230.95,7323.83,15964.24,4793.47,atelier,,,,,,,,,,,,,,,,,,,,
6744.29,3065.41,7359.26,7241.42,16307.51,4127.74,atelier,,,,,,,,,,,,,,,,,,,,
6584.14,2663.7,7723.83,7270.08,16635.96,3466.37,atelier,,,,,,,,,,,,,,,,,,,,
6409.07,2730.33,8647.85,7722.27,16771.36,3414.68,atelier,,,,,,,,,,,,,,,,,,,,
6419.56,2950.5,9547.36,8195.14,16816.83,3547.52,atelier,,,,,,,,,,,,,,,,,,,,
6458.91,3191.95,10413.13,8643.73,16798.91,3731.16,atelier,,,,,,,,,,,,,,,,,,,,
6474.92,3433.86,11248.01,9119.95,15270.96,3905.35,atelier,,,,,,,,,,,,,,,,,,,,
6477.82,3621.57,11921.91,9488.66,14243.98,4063.21,atelier,,,,,,,,,,,,,,,,,,,,
6386.41,3766.31,12455.62,9804.49,13105.99,4196.19,atelier,,,,,,,,,,,,,,,,,,,,
6437.47,3769.78,12965.66,10055.44,13213.59,4289.57,atelier,,,,,,,,,,,,,,,,,,,,
6525.12,3199.89,13488.59,10088.7,13740.63,4107.29,atelier,,,,,,,,,,,,,,,,,,,,
6585.31,2687.45,13891.53,10311.03,13820.87,4182.56,atelier,,,,,,,,,,,,,,,,,,,,
6590.08,2867.5,14144.68,10540.92,12737.43,4292.2,atelier,,,,,,,,,,,,,,,,,,,,
6609.07,2998.15,14445.51,10775.13,12098.22,4409.18,atelier,,,,,,,,,,,,,,,,,,,,
6616.36,3146.73,14792.76,10921.92,12346.69,4511.76,atelier,,,,,,,,,,,,,,,,,,,,
6655.03,3237.16,15101.48,11069.33,12529.42,4605.49,atelier,,,,,,,,,,,,,,,,,,,,
6666.42,3325.15,15347.43,11148.49,12769.98,4683.54,atelier,,,,,,,,,,,,,,,,,,,,
6699.68,3374.63,15541.99,11148.64,13185.88,4759.78,atelier,,,,,,,,,,,,,,,,,,,,
6742.91,3394.97,15627.59,10673.32,13708.39,4826.41,atelier,,,,,,,,,,,,,,,,,,,,
6789.62,3419.77,14687.29,9725.66,14288.15,4885.47,atelier,,,,,,,,,,,,,,,,,,,,
6832.06,3446.19,13562.15,9405.33,14798.34,4928.22,atelier,,,,,,,,,,,,,,,,,,,,
6858.65,3578.87,11817.57,8824.66,15251.2,4722.61,atelier,,,,,,,,,,,,,,,,,,,,
6862.89,3263.44,9867.79,7640.83,15585.58,3972.3,atelier,,,,,,,,,,,,,,,,,,,,
6158.94,2274.72,7932.89,5931.42,15729.73,3100.65,atelier,,,,,,,,,,,,,,,,,,,,
5542.47,1648.86,7653.45,5387.21,15933.65,2609.83,atelier,,,,,,,,,,,,,,,,,,,,
5577.12,1672.67,7877.8,5579.79,16277.09,2664.14,atelier,,,,,,,,,,,,,,,,,,,,
5731.61,1825.41,8313.32,5912.71,16668.78,2868.83,atelier,,,,,,,,,,,,,,,,,,,,
5907.35,2033.47,8821.99,6234.74,17038.2,3140.75,atelier,,,,,,,,,,,,,,,,,,,,
6059.22,2226.52,9537.49,6674.06,17244.38,3381.07,atelier,,,,,,,,,,,,,,,,,,,,
6160.59,2458.27,10286.64,7171.26,17008.69,3589.76,atelier,,,,,,,,,,,,,,,,,,,,
6247.53,2578.14,10951.98,7513.63,17049.92,3768.19,atelier,,,,,,,,,,,,,,,,,,,,
6336.48,2639.53,11624.98,7881.67,16803.46,3908.47,atelier,,,,,,,,,,,,,,,,,,,,
6406.13,2691.67,12184.38,8285.4,15574.23,4020.12,atelier,,,,,,,,,,,,,,,,,,,,
6454.92,2766.51,12680.44,8623.96,15125.62,4109.01,atelier,,,,,,,,,,,,,,,,,,,,
6509.33,2823.26,13167.1,8966.06,14773.31,4209.91,atelier,,,,,,,,,,,,,,,,,,,,
6535.79,2967.63,13552.09,9370.96,13055.65,4328.62,atelier,,,,,,,,,,,,,,,,,,,,
6512.9,3161.87,13791.78,9728.46,12091.33,4428.26,atelier,,,,,,,,,,,,,,,,,,,,
6529.21,3312.08,13618.89,10025.62,10969.16,4509.23,atelier,,,,,,,,,,,,,,,,,,,,
6454.6,3501.67,12333.95,10215.85,9848.08,4568.71,atelier,,,,,,,,,,,,,,,,,,,,
3991.53,1786.15,10058.41,6333.81,14045.74,2343.35,atelier,,,,,,,,,,,,,,,,,,,,
4277.48,1864.83,10182.47,6346.23,14466.26,2611.32,atelier,,,,,,,,,,,,,,,,,,,,
4535.93,1919.75,10634.43,6510.5,14868.64,2843.29,atelier,,,,,,,,,,,,,,,,,,,,
4779.43,1967.48,11260.18,6801.75,15191.87,3023.46,atelier,,,,,,,,,,,,,,,,,,,,
4981.99,1637.24,11828.16,6930.78,15596.08,3069.21,atelier,,,,,,,,,,,,,,,,,,,,
5197.69,1660.91,12455.45,7312,15827.18,3161.69,atelier,,,,,,,,,,,,,,,,,,,,
5396.42,1771.32,12900.4,7761.5,15614.59,3281.62,atelier,,,,,,,,,,,,,,,,,,,,
5554.88,1867.79,12936.46,8066.55,14994.79,3381.86,atelier,,,,,,,,,,,,,,,,,,,,
5690.59,2036.21,12636.73,8368.39,13698.9,3503.77,atelier,,,,,,,,,,,,,,,,,,,,
5817.53,2192.59,12228.37,8653.85,12647.45,3610.9,atelier,,,,,,,,,,,,,,,,,,,,
5933.78,2292.83,12385.23,8864.67,12962.7,3496.95,atelier,,,,,,,,,,,,,,,,,,,,
6036,2305.85,12758.2,9109.5,13384.03,3292.47,atelier,,,,,,,,,,,,,,,,,,,,
6134.1,2345.96,13093.38,9380.85,13652.83,3307.93,atelier,,,,,,,,,,,,,,,,,,,,
6223.49,2459.57,13330.64,9705.07,13142.41,3435.63,atelier,,,,,,,,,,,,,,,,,,,,
6291.84,2606.61,13585.88,9996.96,12328.71,3591.87,atelier,,,,,,,,,,,,,,,,,,,,
6307.16,2802.85,13744.19,10276.06,10576.35,3765.28,atelier,,,,,,,,,,,,,,,,,,,,
6313.14,2995.56,14068.67,10502.66,10716.62,3916.35,atelier,,,,,,,,,,,,,,,,,,,,
6355.13,3099.91,14404.51,10675.19,10995.56,4053.22,atelier,,,,,,,,,,,,,,,,,,,,
6396.51,3187.12,14700.65,10834.57,11215.4,4181.4,atelier,,,,,,,,,,,,,,,,,,,,
6446.46,3217.2,14931.99,10744.79,11785.06,4286.36,atelier,,,,,,,,,,,,,,,,,,,,
6515.62,2924.1,14673.99,9194.89,12561.55,4362.72,atelier,,,,,,,,,,,,,,,,,,,,
6571.45,2331.05,13037.5,7737.95,13297.3,4442.95,atelier,,,,,,,,,,,,,,,,,,,,
6648.31,2371.75,13069.25,7848.35,13973.47,4514.65,atelier,,,,,,,,,,,,,,,,,,,,
6698.28,2495.47,12533.62,7921.82,14523.12,4188.33,atelier,,,,,,,,,,,,,,,,,,,,
6458.14,2544.12,12648.86,7996.63,14939.11,3276.66,atelier,,,,,,,,,,,,,,,,,,,,
5768.57,2262.06,11934.93,7335.82,15268.1,2610.33,atelier,,,,,,,,,,,,,,,,,,,,
5173.28,1740.03,10273.96,6032.41,15428.39,2079.67,atelier,,,,,,,,,,,,,,,,,,,,
4378.64,1112.52,8189.98,4515.7,15316.69,1646.33,atelier,,,,,,,,,,,,,,,,,,,,
4401.08,1031.76,8295.88,4637.63,15676.12,1714.8,atelier,,,,,,,,,,,,,,,,,,,,
4585.77,1119.78,8516.29,4859.97,16074.51,1910.32,atelier,,,,,,,,,,,,,,,,,,,,
4831.19,1233.5,8942.66,5141.07,16439.76,2227.09,atelier,,,,,,,,,,,,,,,,,,,,
5063.87,1420.35,9636.4,5605.67,16689.18,2538.48,atelier,,,,,,,,,,,,,,,,,,,,
5256.79,1661.52,10328.96,6100.3,16736.47,2810.33,atelier,,,,,,,,,,,,,,,,,,,,
5410.91,1802.07,10938.06,6537.27,16411.23,3037.7,atelier,,,,,,,,,,,,,,,,,,,,
5548.72,1882.46,11510.56,6850.44,16500.71,3203.53,atelier,,,,,,,,,,,,,,,,,,,,
5683.84,1952.01,12074.8,7269.7,16129.35,3348.17,atelier,,,,,,,,,,,,,,,,,,,,
5802.16,2046.21,12542.52,7687.43,15390.18,3469.36,atelier,,,,,,,,,,,,,,,,,,,,
5898.34,2144.49,12940.67,8053.48,14961.09,3569.12,atelier,,,,,,,,,,,,,,,,,,,,
5983.51,2246.84,13178,8395.54,14278.04,3672.91,atelier,,,,,,,,,,,,,,,,,,,,
6051.06,2361.26,13211.9,8694.38,13248.52,3786.32,atelier,,,,,,,,,,,,,,,,,,,,
6119.15,2464.53,13326.11,8969.54,13286.37,3862.69,atelier,,,,,,,,,,,,,,,,,,,,
6175.04,2589.18,12332.05,9185.19,11348.69,3962.62,atelier,,,,,,,,,,,,,,,,,,,,
6177.03,2767.36,11897.03,9364.67,10602.34,4028.96,atelier,,,,,,,,,,,,,,,,,,,,
6220.83,2822.52,12167.92,9600.5,10824.51,4054.16,atelier,,,,,,,,,,,,,,,,,,,,
3903.07,333.23,9452.96,3668.81,16156.14,610.12,atelier,,,,,,,,,,,,,,,,,,,,
3098.54,281.12,9612.76,3064.91,15950.07,455.56,atelier,,,,,,,,,,,,,,,,,,,,
2143.77,257.06,10070.58,2994.95,14839.04,383.78,atelier,,,,,,,,,,,,,,,,,,,,
